source,original_split,original_stem,assigned_split
patok_v2,train,carpassenger112_jpeg_jpg.rf.2f587f060f4a164bf1278deba63ff0ba,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.597d08802d4d42068459cb129fcbc230,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.76a401f3e52843b5ab9603264418dcfe,valid
patok_v2,train,carpassenger112_jpeg_jpg.rf.843868e94b583e5ff69c169f8b48e58f,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.96546d2a16bf7d3d7cdae337e2c65e50,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.a5f0e57b58bb2b33ab15edf87b6850f4,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.ad8690c8432c123f0f56c5dd305b3640,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.b9b65a9f43cba28b8dc5338c8808a2eb,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.c133c008e0514eafa9af0633468d3471,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.cffa98626497f15d18324a67a04bf26a,test
patok_v2,train,carpassenger112_jpeg_jpg.rf.d1340d599a388b06a41e9673000324d3,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.dd47f5a624bb0b7e73cebb2cfa114a04,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.e16928636a84145be51a7d48d5149a4f,train
patok_v2,train,carpassenger112_jpeg_jpg.rf.ed0903dfe1280763ba12b18d006df4e4,train
patok_v2,train,carpassenger115_jpeg_jpg.rf.336453e9b35bba423de1d11278f03184,train
patok_v2,train,carpassenger115_jpeg_jpg.rf.c7cb1bbf960fa64dff9dc2923db4dd21,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.06fa8b91147bb913d86f973b8fb16631,test
patok_v2,train,carpassenger116_jpeg_jpg.rf.1dbaf789c08b9a8768018793bd7d6964,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.2362053d7dbaae2b0eb4a26a2ed875f1,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.3ae78ac2a3342b063a67fa448a88bca9,test
patok_v2,train,carpassenger116_jpeg_jpg.rf.40eec77f313fd35d79e1386af9c3d3be,test
patok_v2,train,carpassenger116_jpeg_jpg.rf.4ab680ec8a757d24ed8332b87ac2aea1,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.4e924968fdb26bbb9a8aaaf26a7bc4c9,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.509572c4bf398b84d2a98c4921e73966,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.58151b36106b715b82afcf0a4b213660,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.64461c64c435a49a35973edf2eb5464b,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.6b9f02be09bd6fa860e3438262ef401e,valid
patok_v2,train,carpassenger116_jpeg_jpg.rf.74befc7696f9870033e9fc4a60497719,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.84a5c54d98ac4017ece083202d6f8fae,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.88f5fea2c36f0bd9e773b6ba1380a9b3,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.97c51511a5d2b74b5f0e11380c0d7049,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.a5c7dede5198aeeac54c528f0471594b,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.ca26e9db0114edea3ad6ca6b9c1d402c,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.cfe32c33f3a2327bb915472f0c7f361c,test
patok_v2,train,carpassenger116_jpeg_jpg.rf.d2511cd0aa74125a86e6a564c7a7b82b,train
patok_v2,train,carpassenger116_jpeg_jpg.rf.d7c70b9f33b251d5cc46e2bf3e84e597,valid
patok_v2,train,carpassenger116_jpeg_jpg.rf.d997106e72cfb982312a0302be3b868c,valid
patok_v2,train,carpassenger116_jpeg_jpg.rf.dab87bff4a75ccbcede44103e0730afe,train
patok_v2,train,carpassenger117_jpeg_jpg.rf.d3099ec23faf50dc185ae54bc132a3bb,valid
patok_v2,train,carpassenger117_jpeg_jpg.rf.d546bd685d26cb5741935055f54ea80a,valid
patok_v2,train,carpassenger127_jpeg_jpg.rf.2fb3265c8bb543f9cc03244907f5c4b4,train
patok_v2,train,carpassenger127_jpeg_jpg.rf.37a311974d0455f8e9752f803590931b,train
patok_v2,train,carpassenger127_jpeg_jpg.rf.5c8e03bc91822b30d76c1afdd763d5d2,test
patok_v2,train,carpassenger127_jpeg_jpg.rf.b0ae2e3a478beba54e051cb0bebd9a2c,train
patok_v2,train,carpassenger12_jpeg_jpg.rf.5d0f43c6842e50318ea4725ab6ce6b04,train
patok_v2,train,carpassenger12_jpeg_jpg.rf.f0b29a17948ff9cb7a1ec3256271a7c9,train
patok_v2,train,carpassenger137_jpeg_jpg.rf.34807b5db2d20398daf0e3c18f76420d,train
patok_v2,train,carpassenger137_jpeg_jpg.rf.afc0d4757ab91a2d7bb8f71f51036962,train
patok_v2,train,carpassenger139_jpeg_jpg.rf.1c67777e249e5b9bae1e4ee1f35eb201,train
patok_v2,train,carpassenger139_jpeg_jpg.rf.61366d0eaf5ecbbe449b9cf25184040f,train
patok_v2,train,carpassenger139_jpeg_jpg.rf.928dfa7847082f93775ec9f71ef78723,train
patok_v2,train,carpassenger139_jpeg_jpg.rf.e1282fab9eb64819e0c006ec4d23a6e3,train
patok_v2,train,carpassenger143_jpeg_jpg.rf.62446aef6cc6f11bed5eb68584e52f8a,train
patok_v2,train,carpassenger143_jpeg_jpg.rf.d012832ce5e4e098ee45ba16476eda62,valid
patok_v2,train,carpassenger148_jpeg_jpg.rf.6c316847a0c7763860758e75202bb91e,train
patok_v2,train,carpassenger148_jpeg_jpg.rf.7d49913b7d8709874321043afbe6efaf,train
patok_v2,train,carpassenger14_jpeg_jpg.rf.461989e9cdd3cb24f1683d39023d6608,train
patok_v2,train,carpassenger14_jpeg_jpg.rf.67f5110a57947651be41b86cfc2eab04,train
patok_v2,train,carpassenger14_jpeg_jpg.rf.7f6b9899a2915ee1f5a91068dab63cfe,train
patok_v2,train,carpassenger14_jpeg_jpg.rf.8183ce1cbf25737e5df2878f5864c268,train
patok_v2,train,carpassenger150_jpeg_jpg.rf.d58751e2d5aa7ea229a7b41a2f9fd65b,test
patok_v2,train,carpassenger150_jpeg_jpg.rf.e9d21b06dab7703c823d26b3872095e8,train
patok_v2,train,carpassenger15_jpeg_jpg.rf.85bedb08eb75e000b30057a58295468f,valid
patok_v2,train,carpassenger15_jpeg_jpg.rf.ad85418ba4893ea1f21854c4adf604d8,train
patok_v2,train,carpassenger15_jpeg_jpg.rf.e3db0248da3dd4fdd716fee181312eef,train
patok_v2,train,carpassenger15_jpeg_jpg.rf.f101d756bc4230ce1a9ad9d92303634a,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.0da7dc48de684059acb2b47c43867f60,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.405aaee86af36363b9033a1ba170e2e5,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.4e86caf32496664171205209e059e69c,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.52fa0bc9036e34633cac0ffdad76e5d1,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.55c8b785ec2f738570634e8db6f79ced,valid
patok_v2,train,carpassenger161_jpeg_jpg.rf.57e2c9eea66debe4053a3aa2ceb21cde,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.69e99fc69869d6876c5f375a07357f20,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.89e328b813e907146117f55c98139445,test
patok_v2,train,carpassenger161_jpeg_jpg.rf.c882b15326397be36314756f3b005d86,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.eaad95db642966e2c6d5dd84247287e6,train
patok_v2,train,carpassenger161_jpeg_jpg.rf.f6b31027e5f4ec05f4253b76947789d4,test
patok_v2,train,carpassenger161_jpeg_jpg.rf.fbb59e3e52e1d6b0e0e2c60f7418b5a1,train
patok_v2,train,carpassenger163_jpeg_jpg.rf.1f4c73566c907a63b6c880c38da0c3be,test
patok_v2,train,carpassenger163_jpeg_jpg.rf.5086a503bf165825151b2982a195f0ca,train
patok_v2,train,carpassenger16_jpeg_jpg.rf.08230331e090c227d89817c63c30c656,train
patok_v2,train,carpassenger16_jpeg_jpg.rf.145b5c445100fbf6ec23d3cab9f08423,train
patok_v2,train,carpassenger16_jpeg_jpg.rf.9975372935c66bc9a2192247c2c2487b,train
patok_v2,train,carpassenger16_jpeg_jpg.rf.cc4fb6f36e70ffa0f9c364fb92f2629b,valid
patok_v2,train,carpassenger185_jpeg_jpg.rf.39f4e06e8f83983217174a6e9d3a04ac,train
patok_v2,train,carpassenger185_jpeg_jpg.rf.68b6cf00ef735d0e4a495f1d3024ca11,train
patok_v2,train,carpassenger185_jpeg_jpg.rf.68c6575f85efb5d8c30c9d60b1a72b56,train
patok_v2,train,carpassenger185_jpeg_jpg.rf.7c5e0b99e32ccb6f58417bee5d4725eb,train
patok_v2,train,carpassenger185_jpeg_jpg.rf.9120894ee165336f29dff7f5c6ab21c0,train
patok_v2,train,carpassenger185_jpeg_jpg.rf.fe14125705e8d2c19bc40db8ddd413f3,train
patok_v2,train,carpassenger18_jpeg_jpg.rf.6ade5146f55a50c8f7cfbcf24aa7ddf4,train
patok_v2,train,carpassenger18_jpeg_jpg.rf.ac210f6c0b7542dc4f84f8ee638e8f48,train
